pdb,mhc_class,mhc_1_species,replication,pdb_date,job_name,cdr_rmsd,cdr_rmsd_af2_full,cdr_rmsd_af2_trim,docking_rmsd_boltz_0,cdr_rmsd_boltz_0,peptide_rmsd_boltz_0,mhc_rmsd_boltz_0,tcr_rmsd_boltz_0,docking_rmsd_boltz_1,cdr_rmsd_boltz_1,peptide_rmsd_boltz_1,mhc_rmsd_boltz_1,tcr_rmsd_boltz_1,docking_rmsd_boltz_2,cdr_rmsd_boltz_2,peptide_rmsd_boltz_2,mhc_rmsd_boltz_2,tcr_rmsd_boltz_2,docking_rmsd_boltz_3,cdr_rmsd_boltz_3,peptide_rmsd_boltz_3,mhc_rmsd_boltz_3,tcr_rmsd_boltz_3,docking_rmsd_boltz_4,cdr_rmsd_boltz_4,peptide_rmsd_boltz_4,mhc_rmsd_boltz_4,tcr_rmsd_boltz_4
3pl6,II,human,true,2010-12-22T00:00:00.000000+0000,451909ad10e2f6aeb6c18ebfa4d1e67a,5.75,4.99,4.16,1.9552024458219852,2.0468709066303585,1.2201378913926237,0.6596208791038037,0.808830471323913,2.1572057111130647,2.1279971028352116,1.6208290768280678,0.6614241246446315,0.8979068864064645,2.026746068634283,2.065769533082639,1.576237585468983,0.7156042426302676,0.7384714364770361,2.5219468422390565,2.551150906528974,1.6747859990570775,0.7973259429624086,0.9784818186151787,2.3905911188200424,2.4014337300048907,1.5238042922609303,0.7603754684011675,0.8404525878194335
6bga,II,mouse,true,2018-07-18T00:00:00.000000+0000,9848c57a2301ecc2bd85803640fc29b8,2.46,2.0,2.28,0.46153275573941205,0.9843383689284522,0.23475523794760106,0.9042285194807634,0.5786804595507112,0.45859914093508136,0.9778747619952739,0.26564033057812103,0.7132246352202867,0.5359810912717989,0.4249285221926811,0.9527828669821065,0.29675538528304085,0.6585227580238119,0.49792843892810396,0.5261549796336322,1.024753230486978,0.24065592750043427,0.7849191865273925,0.5384606311022507,0.5299055369286573,1.0302003846989112,0.26441843194911985,0.704690198310369,0.5181827569145937
8vd0,II,human,false,2024-08-07T00:00:00.000000+0000,39bf4e6e65f6b042d9340128ecd79037,,,,1.902731975809265,3.268838973379615,2.112177030932494,0.6068749339318786,1.2758881750374582,1.2453488226740494,2.6848449900752516,2.1340059536064637,0.5734765254594614,1.146655803376669,1.7085064134960173,2.651992724539726,2.095072332774307,0.5803962508146866,1.0922909838364812,1.4255189964460762,2.805939231432935,2.1877569151794867,0.665816713110158,1.1828556976654,1.31244052779606,2.75590166117544,2.0583379828194635,0.6481901997931412,1.1810911783256441
4qrp,I,human,true,2014-11-12T00:00:00.000000+0000,127da066136f99e023c6e797c81e3dcc,2.79,25.53,23.27,0.34145607007597084,0.4090914875748236,0.18816445024244,0.4988175521033565,0.32444397918887513,0.352684995163304,0.4150778187581486,0.18989678864279777,0.5210214071494842,0.3032145373593656,0.47972289632290516,0.5315890728369265,0.16875941854152254,0.5935392477021485,0.31149008564509556,0.2760811871048076,0.37441886013508463,0.19224939266994803,0.5646151677567248,0.31243991858980036,0.3837684302107966,0.44487958903099434,0.21030123202072826,0.5251896724450237,0.32306764343886996
1ao7,I,human,true,1997-09-17T00:00:00.000000+0000,c567370637b2e928683fece893312920,4.89,6.23,6.4,0.6693170724491999,0.7400041879816491,0.23662761678119598,0.5462705741960385,0.6331371837089962,0.7402878673955587,0.808977953112492,0.2754440346134491,0.639094913735152,0.647396703798692,0.6005970938545035,0.6516869988086247,0.24249571748734425,0.6267135454447859,0.5975014287157209,0.5866635890013461,0.6600923043949358,0.23195258052902828,0.5602096536392539,0.6190248853958558,0.6172805426027135,0.6659154036874393,0.2505959043062441,0.5968306558409221,0.6297991427237282
1bd2,I,human,true,1998-08-19T00:00:00.000000+0000,d56673afb5c30801f4b7623ffa3dec14,4.92,6.27,3.99,0.4156124957495867,0.4973025676412205,0.25646356728767983,0.8835787670975849,0.500081926425386,0.596047149695696,0.6590935835744665,0.29835863099790766,0.9607418299562245,0.5183978287108258,0.7840308450938168,0.7853490013092197,0.26988923206461474,0.7215281500435788,0.5355389966040045,0.5001689771888218,0.571200940906035,0.2287656722801735,0.7998795856721849,0.47347805876462074,0.5313618886786833,0.5703950956813563,0.265802232107633,0.7823573068146772,0.5085537717166836
1d9k,II,mouse,true,1999-12-15T00:00:00.000000+0000,deea7d9b9057902cad9e999d5d7df51b,3.74,2.82,3.84,2.4109872363547455,2.7778876702130257,1.1217271513439655,0.8352529936177933,0.9856416272979917,2.472997928188561,2.7161664434080834,0.9279538269513395,0.8040124741785465,0.9486477475396545,2.646113216275315,2.879993241208266,1.5370217359470728,0.8005152497780625,0.9540547953988251,2.5039415623825736,2.9352618003341764,1.1508402995293159,0.7671768135319671,0.9680281230334191,2.6158732022167217,2.8339311390019137,1.0995500131361404,0.8093458082465724,0.8634267116543898
1fo0,I,mouse,true,2000-10-02T00:00:00.000000+0000,4b929544c778dc7f26f29750fef42c36,4.85,4.75,6.15,0.3728108206543374,0.4554327562186795,0.22643740624137954,0.6448102120791106,0.3120720061204478,0.4583322387511374,0.5244829537991101,0.1969218775097898,0.5519664771940493,0.3150247269137016,0.4352697956222156,0.4992960825672081,0.1868969631565623,0.5678673252318428,0.3128322245483155,0.5109143445745338,0.552182712924579,0.21827067557241558,0.7356114729478096,0.31327191334197424,0.4299113819067005,0.4898092471558664,0.2031557632212454,0.5688622669316616,0.31173427671646387
1fyt,II,human,true,2000-11-08T00:00:00.000000+0000,5f8f53c3e990d2ed830051422f8bb075,,,,0.4968093017587678,0.5448902747243507,0.34463585763522386,0.4166805353503963,0.32712506421456605,0.6218713586526703,0.5980055416432558,0.26115234884555544,0.5589904063016347,0.4154162676890175,0.5997061416470659,0.6022182572193724,0.26114874109572794,0.48786316966369603,0.3842367202298272,0.6658444887498327,0.6425742939106361,0.2750688103359479,0.7196094441973377,0.4067378323885354,0.5800548849221729,0.5955775097360307,0.3078891197888453,0.5679507249362411,0.46384123066827193
1g6r,I,mouse,true,2000-11-15T00:00:00.000000+0000,277b70185045869f93600855fb86c894,3.34,3.8,40.38,0.28764910043361,0.3084698765234248,0.22132600166304264,0.5225152614707557,0.233868957677778,0.205607104899834,0.230616381799174,0.2066812424682458,0.6080652518158198,0.23534156129039344,0.14591256982548764,0.18326001450810933,0.1808887634749762,0.6432986959778315,0.22811149134311468,0.2406974851795275,0.25358481231183844,0.1902464112353297,0.4859184441974812,0.2394632102381549,0.2309523577271063,0.25824959219690063,0.19632796726850837,0.6906986212078904,0.24403740360964768
1j8h,II,human,true,2002-03-13T00:00:00.000000+0000,76df88db619e4c8301946482d0258c95,4.39,2.42,2.4,0.6894678616328851,0.6720799626331504,0.36999136076289885,0.7215105944637157,0.5340496643183186,0.928718094431675,0.9490177122667347,0.40551286044432494,0.6764249020119331,0.5450418671463392,0.5799087520734354,0.5936404233541206,0.36393057293166703,0.7072325990273596,0.513669212418855,0.6971915917355601,0.7310485370961143,0.37345579567216136,0.5348423856837992,0.48501972921874537,0.8402392018901542,0.8641513606781315,0.37194176883379937,0.5074646172058298,0.49592161330588913
1kj2,I,mouse,true,2002-03-27T00:00:00.000000+0000,bdf5f09041d53ff9348dc8354e448186,6.79,5.71,7.6,0.28298330334499733,0.2981406370058632,0.24793545475472495,0.5016446357814516,0.32251703635365864,0.40005848099388036,0.3839450716053685,0.21225180949163316,0.43533537870676575,0.34210253801102475,0.3403799730505547,0.34119638484196246,0.22528127978381435,0.4553111673911329,0.3554026264873926,0.3415689696426215,0.36477827647376015,0.20656279982993062,0.44604393922163404,0.34813667457113184,0.32748260649120214,0.34226645217836493,0.218372475146539,0.45018556927109377,0.3426023239949207
1lp9,I,human,true,2003-11-11T00:00:00.000000+0000,0c97d72e01837cf2ca188d98939bf3a2,,,,0.4411614443971589,0.5019727752742131,0.12599706157226281,0.746140078563754,0.7945774432212441,0.5476022149301495,0.5811308727987283,0.15696962572244252,0.8313452147302269,0.7699093196915912,0.5323697418579612,0.55627555865018,0.1779547528083961,0.8365634635246147,0.8007369014266053,0.4861637667567157,0.5281278640720402,0.13711815743234793,0.9007933692468197,0.7678088019172653,0.4566331106069461,0.5190187743467637,0.168413747883071,0.8886713863846868,0.808123658315507
1mi5,I,human,true,2003-02-04T00:00:00.000000+0000,72a8e71c098925fa760e06cc63aa2ef3,6.64,16.34,33.22,0.5325940318931383,0.5547606945886854,0.2647252781203906,0.7891850828800933,0.34180857569740575,0.5860335029668774,0.5647803366079442,0.26225486959318056,0.6785019976106964,0.3577375135420754,0.351080079842363,0.3964411424556327,0.27916032689779097,0.7027760424527569,0.3612817405272922,0.5571153912515798,0.5365219961531217,0.2518979510010122,0.6936767578224785,0.37695817179416174,0.5532582507538343,0.5365051465715597,0.3102035757974785,0.863394734821917,0.3810551273964522
1mwa,I,mouse,true,2002-11-27T00:00:00.000000+0000,7299a76d2cad5d41029bb7ca139062ba,3.89,3.48,3.54,0.7457812499569677,0.8412343665730302,0.3023073869424057,0.6473857827099356,0.4356540868202826,0.773053946594418,0.911874053596768,0.2596250273075834,0.5781596947461224,0.49538907387457237,0.5814752659309025,0.7386470347058451,0.2680980940249773,0.6775297799769355,0.44881433864820464,0.8391935519152189,0.9505997398628421,0.305371081534973,0.5508172949603186,0.42804428429531144,0.6736481335240418,0.7948192232535357,0.2607434858001827,0.6224096558595792,0.4272746049860505
1nam,I,mouse,true,2003-03-11T00:00:00.000000+0000,0d046784a09c8683597b7ffbf32324a8,4.98,4.67,4.95,0.14481986922054604,0.19514912800273873,0.17625130514860785,0.8224715664433352,0.2093329384124901,0.29913687743068645,0.2849554579177388,0.18597895977020631,0.9358788070232441,0.2004313181669241,0.30748380469171743,0.3578511852927499,0.19281763638123448,0.9019440318983396,0.2151155244267447,0.17277249356687288,0.21402946707421266,0.1809673916836772,0.8994314186920637,0.20867905310677173,0.2236869616781774,0.26153548063991244,0.17158400535232407,0.7822052931202074,0.19924561388511802
1oga,I,human,true,2003-06-19T00:00:00.000000+0000,b8684859422e685d77ad115d940e0c04,6.65,7.14,27.02,0.77172881091537,0.7978237297252706,0.21544563564360697,0.9408596952901201,0.42270687416841884,0.6679588350598528,0.6957932224188693,0.2057223304093977,0.9056695077291833,0.4273229090098986,0.6420203123347759,0.6601934106326974,0.1784840437865992,0.8068125940794527,0.4199533871511363,0.7168335053187632,0.7409595308658766,0.20803433533605886,0.8144588169437685,0.428242395446669,0.6855543576356159,0.7025434487726807,0.23074580988982935,0.7247975889427453,0.43884898738097916
1qrn,I,human,true,1999-10-14T00:00:00.000000+0000,24e695b841cd8fe1fd5728adc397f7cf,,,,0.22061380693456217,0.2567193545313983,0.12325771635965703,0.415380851999475,0.24731536586497035,0.35184877992322877,0.35430993075900774,0.1446566885613062,0.3984382704449522,0.24992801679413412,0.2612003635195305,0.2926965511456793,0.14103417140820204,0.4285895416687662,0.25938837478400173,0.3048526496475946,0.3281328262040887,0.1250696197151537,0.37887290204562535,0.2507031640176537,0.289699891467688,0.3008804936661959,0.14201663234377251,0.37300627809292897,0.2383908252505925
1qse,I,human,true,1999-12-21T00:00:00.000000+0000,bd346f68564cc380bd63bbf2014ad7ae,,,,0.36546746398275154,0.38828162391786286,0.12455852941649169,0.5145943716407315,0.25897611588100394,0.33385853490725126,0.3501965397375994,0.12674673798937255,0.5054853073198725,0.26047236757005937,0.3099707458729661,0.33885601291846407,0.12227157106251955,0.5257835266530673,0.2348206999189071,0.28238090437594415,0.3291370344406405,0.1319288857077481,0.5435395382919544,0.26658862080629936,0.2614535946321502,0.2995770098054231,0.12546634910769663,0.5675207397207745,0.2627593785931469
1qsf,I,human,true,1999-12-21T00:00:00.000000+0000,3c35949eab292eac548020ecfe509857,,,,0.43412683164005456,0.46195131436123743,0.16622745915348044,0.4407147063710382,0.3619238684293852,0.390572931448973,0.4146605858108379,0.16245685255052106,0.47126280820921485,0.37412811640587845,0.1894532731286708,0.2768838039625118,0.15932860768246374,0.4768054947493277,0.3784539832946647,0.42691119745828177,0.45614845546126304,0.1635885900127065,0.5063859628164147,0.3759013733850385,0.3645197465866991,0.4178106472821796,0.15707734714459518,0.4551448479322804,0.36522008149261825
1u3h,II,mouse,true,2005-05-17T00:00:00.000000+0000,d2bdbb1c12b591e948cdc021b1d0005c,3.17,2.13,2.31,0.10829429848645242,0.14187268467876232,0.11704307483033337,0.34948520094660485,0.15219155287429548,0.1517080584812976,0.15903281018446264,0.1255954762525243,0.35997648258329423,0.14665430781492933,0.21200540773901805,0.21448121906728176,0.10924611133799604,0.3847644032390787,0.14799591685368974,0.16482325277116566,0.1640774161766922,0.10290423504820535,0.3512264001745898,0.166977677683772,0.11315377639411424,0.13338853885903043,0.09386290298719195,0.43608755359023443,0.14539639582119337
1ymm,II,human,true,2005-05-03T00:00:00.000000+0000,b879e9bb481507660c9f62543e632560,,,,0.7133124968037714,0.7376793413852889,0.337038288764175,0.5805939419914087,0.6457550823357856,0.6289725631037567,0.6723685137532657,0.35685636520067665,0.5343499059972543,0.714054077379058,0.6882537511065566,0.7152130697349813,0.3023399739982466,0.9586225677538207,0.6579537135882085,0.66060081835341,0.6942853222958157,0.3078570131560152,0.8592530416654967,0.6612970546936837,0.860269504977176,0.8931421840308948,0.33886404558319977,0.5279528354114027,0.7003774397015825
1zgl,II,human,true,2005-10-18T00:00:00.000000+0000,19436c183927325d35b5b7411776490f,3.61,1.84,10.51,0.39238378354700515,0.43994972091498313,1.1419458382774361,0.7365678285509722,0.4761207453984951,0.3436876188568404,0.4044863432074165,1.1751560993353205,0.7627981071957375,0.4454845313703351,0.4122296054856194,0.47948693934784686,1.2793863807954218,0.7029295674174882,0.4460070243082874,0.2848732284817536,0.3486014324771394,1.1985132277210373,0.6574887128136664,0.4673066001102471,0.384477174083731,0.4653916437483671,1.2248847200200126,0.7927303617367261,0.46425740730571113
2ak4,I,human,true,2005-10-11T00:00:00.000000+0000,9c600a2abd512aa1c40b669a1ff41443,,,,0.5307904428688719,0.5930727737147791,0.20025034499248198,1.0506783474815231,0.41047140889638745,0.8643534141476157,0.9183824595377608,0.23516281906049402,0.8988939579300762,0.417884730465208,0.6596602038285437,0.8036347202302878,0.22058565408384895,0.9385072199997356,0.4376334177888751,0.7049490734415208,0.7989165331968137,0.23256189943160827,0.7370987845645607,0.35084074995989073,0.7302844497116252,0.8103820380282948,0.25353195809009266,0.8120581990104869,0.3175841757791092
2bnq,I,human,true,2005-05-23T00:00:00.000000+0000,ce77dbef9d7b1c2da61ac41b9c058857,,,,0.4152144370322076,0.44396305492402355,0.2544221782704205,0.5253159914369538,0.49443161741520747,0.3152577027043352,0.34080500107910744,0.2154446960973434,0.47301300675163077,0.47570715921399265,0.5274154867379751,0.5918250760957564,0.25122025604521264,0.4362918693462708,0.46245257067335993,0.5719994506735073,0.5662103537900256,0.2974042467947925,0.5164988913427647,0.4618149625732426,0.27464957383360894,0.3309437206273905,0.22490669950008357,0.5564321604384969,0.46754911367242125
2bnr,I,human,true,2005-05-23T00:00:00.000000+0000,d5721bea430f5ca1d86fa58f78b17637,4.57,5.96,7.78,0.7051424836883269,0.7287106172812111,0.25938891803668884,0.47023371495450456,0.4316376688918067,0.4562441152951714,0.46365220220128567,0.2233558623688923,0.5689159074720875,0.5051836480479435,0.5706689581699589,0.5600569079159817,0.1971402092981781,0.41807166832629905,0.47449424032489385,0.6062886459896921,0.5959027128637634,0.2386486171071118,0.7108958222064516,0.4704376154000139,0.5339549477045137,0.5437274829318037,0.21947093900806763,0.540496516185239,0.52155766253603
2ckb,I,mouse,true,1998-04-29T00:00:00.000000+0000,d2e444487bd8c2863d7c7ce8b454a086,,,,0.5114044506762704,0.7173002901942855,0.39958911677282816,0.6620170172265754,0.6164145302276138,0.5927395071932908,0.7729238917758876,0.4253893456757819,0.744885728474705,0.6601066324734646,0.6359136974587138,0.8222498168800451,0.3200536920178128,0.8424859700385574,0.640630932384476,0.7594719602149292,0.8932254004008902,0.39598140994380304,0.7329662973372179,0.6167204054116543,0.5526055033575066,0.745013918180031,0.3664771921626941,0.7630519668475937,0.6135170969572838
2e7l,I,mouse,true,2007-04-24T00:00:00.000000+0000,04462a9ddc2ee78571c808a27478588b,,,,0.26996089807867574,0.35462774044286055,0.2982668400978977,0.3348114964277567,0.46787739794789407,0.2846602911208401,0.3647073761613214,0.23526824039252126,0.3089295149077524,0.5773269334825148,0.4140236383042729,0.4553815867813392,0.2810092357784603,0.3251551702881316,0.4346211861860151,0.3070724124895071,0.3798857832882195,0.22305726612446042,0.3201548642539058,0.4223697936834434,0.3204790320710541,0.40721439181584546,0.19797786699473544,0.29344542348396563,0.4009513582167735
2esv,I,human,true,2006-03-21T00:00:00.000000+0000,f3cb16e42bd4cd54306bb2fe01aaf8ef,,,,0.31674248045622194,0.3946236998263676,0.1768509564503835,0.5730809474314097,0.32611938472839824,0.3856917649690935,0.4413342480553689,0.17973559682882168,0.5103212278465493,0.3378952354046138,0.4276236074473862,0.5043774234022821,0.18893965432507193,0.48552155763234317,0.3284744923431691,0.4697258581610994,0.5358859428544206,0.2128765855979201,0.5543618072341914,0.310077697233,0.6106688326946093,0.6704283434367997,0.20310816118278338,0.5236142765959161,0.349190323998862
2f53,I,human,true,2006-04-25T00:00:00.000000+0000,a938c4cc9328b38355ce96cfd2e8b4f6,,,,0.7282425764476768,0.7838724445020743,0.260311801996332,0.8805128677988795,0.46328854019539534,0.714479643241502,0.8112639248529422,0.24835919343351845,0.8672929180660836,0.43585463350825854,0.7914307871158649,0.8845162845673721,0.23514115513676265,0.9047831364536915,0.46614796602023345,0.6297136976982974,0.7745428641576028,0.2386909257375128,0.8034940366502398,0.41694750872993736,0.9549194178815857,0.9952838153201513,0.25022642423452174,0.6361701124503294,0.4367020874693466
2f54,I,human,true,2006-04-25T00:00:00.000000+0000,f877224c6206a35c1667285309033607,,,,0.23371003995341158,0.3499842655482634,0.2096096171633985,0.797352662076615,0.4062105253868503,0.6105139945096746,0.701455927937731,0.22607710568225886,0.64032309403215,0.46778778597116427,0.4276424148873482,0.5176968412259634,0.2465531742783184,0.7767440148550674,0.4761488696643239,0.3991135117635752,0.4659135540970599,0.25904772846252455,0.7450483553347141,0.39622647612180595,0.5207616336999551,0.5910142526286654,0.26900439611581917,0.741563703293012,0.4366144027914577
2gj6,I,human,true,2006-10-03T00:00:00.000000+0000,4f89efe7de92397c5e55d71fb6bd1443,,,,0.505092869804985,0.6233454833384875,0.145305875067174,0.4067959388788336,0.2494843354022201,0.49545460507497757,0.6305546710417442,0.14617723255610254,0.3805264755057014,0.28446649090492737,0.5806355396282147,0.7155559260622725,0.14935506224410502,0.37311309708137996,0.27968687046553853,0.44167663555539133,0.572322743076554,0.1360238282856452,0.37408077635058046,0.2948354420653392,0.5159936323650746,0.6812960723718352,0.14472993134408774,0.5102788348594195,0.28823993850711455
2iam,II,human,true,2007-04-03T00:00:00.000000+0000,2a5f2fc8cd21e390abbeefddbfb22c89,3.27,2.02,1.93,0.34590188056546145,0.43898948996990894,0.3348523442977681,0.5617030006920781,0.39619440584029275,0.6493128872048362,0.7085203884752772,0.4146350702636821,0.572382083926723,0.36692185965821056,0.4782170322773382,0.5482271535264711,0.4003170498920072,0.5687402262671126,0.3637290410016681,0.5398691464054063,0.6081008120874334,0.3446246684390129,0.5659671084252427,0.35161232717680047,0.5275773467319211,0.6141394206425392,0.3835721926436176,0.6456025039142422,0.38641555295667407
2ian,II,human,true,2007-04-03T00:00:00.000000+0000,0bc05857e4748600456c82e591467eab,,,,0.46105106883955166,0.49916254460708775,0.4880588526251558,0.5845112312225835,0.32783770721536526,0.46300901332534095,0.5114111822004778,0.4874048678518645,0.5364539375506058,0.3674239119841307,0.43257535063135477,0.4860536109456102,0.5326672708239449,0.5206107366270532,0.33817959934140607,0.6265290921508697,0.6657805006541911,0.5295175352192312,0.6738778872608027,0.3440615892928047,0.7280239752329717,0.735958450322833,0.45560692610587855,0.562675727901064,0.3492836403928215
2j8u,I,human,true,2007-10-16T00:00:00.000000+0000,e7fa8b01ddd4d2a35560c41efd21f7fc,,,,0.7570243327860552,1.2294279664501178,0.22601134667065664,0.765591090658214,0.8367473072856267,0.8508732205781908,1.3110548462414264,0.24019555985295987,0.6383225204478917,0.869650567676589,0.8870081938167728,1.2797148181438145,0.2312710053187202,0.6986496173774976,0.8844775459033533,0.8438277137791642,1.3287701470749647,0.16390599885103319,0.6150113199750015,0.844776054099757,0.9330887756763978,1.366470761440486,0.21268751120102322,0.7679965417350038,0.8686610635878393
2jcc,I,human,true,2007-10-09T00:00:00.000000+0000,da11e5dd8208f104d23d797113b81efb,,,,0.7285134344530437,0.7586012837499038,0.23369454553995872,0.7389824732546978,0.7785062929581231,0.5156488643671476,0.5627301955651671,0.20951706813974547,0.7561842790570251,0.7871073823208902,0.4026653701364085,0.45543159352588625,0.20552721536468424,0.7203811578689628,0.7983430440513485,0.5828572358880396,0.6209959183743263,0.19265563315015757,0.6452731606950899,0.7938562025437678,0.6305001636635605,0.636675988092961,0.2151810455938169,0.7189661303277913,0.8405425242282154
